model,variable,horizon_weeks,alpha,n_used,n_total,expected_exceptions,underpowered,exceptions,exception_rate,kupiec_p,christoffersen_ind_p,christoffersen_cc_p,es_z2,es_z2_p,es_z2_lo,es_z2_hi
CTSF_macro,WTI,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-1.012023406443829,0.62,-5.036070219331487,1.0
CTSF_time,WTI,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-1.355025541547871,0.62,-6.065076624643613,1.0
CTS_equal,WTI,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-1.0023214475734161,0.62,-5.006964342720249,1.0
CTS_macro,WTI,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-0.9388620500503791,0.62,-4.816586150151138,1.0
CTS_time,WTI,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-1.2751585730146147,0.62,-5.825475719043843,1.0
FHS_equal,WTI,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-0.7958501366547175,0.62,-4.3875504099641525,1.0
FHS_macro,WTI,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-3.611899961106688,0.62,-12.835699883320066,1.0
FHS_time,WTI,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-2.4652551027823626,0.62,-9.395765308347087,1.0
RW_equal,WTI,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,0.18227540832089328,0.62,-1.4531737750373201,1.0
VARL_equal,WTI,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,0.3948839888983827,0.62,-0.8153480333048518,1.0
VARL_time,WTI,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-1.1259848183498022,0.62,-5.377954455049407,1.0
VECM_equal,WTI,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,0.2734439078324021,0.62,-1.1796682765027937,1.0
VECM_macro,WTI,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-1.373851294447184,0.62,-6.1215538833415515,1.0
VECM_time,WTI,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-1.2058379774394143,0.62,-5.617513932318244,1.0
AR_equal,WTI,1,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,0.0914853438143295,0.884,-1.281155237450128,1.0
AR_macro,WTI,1,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,-0.5116446560640845,0.6405,-3.024517956707493,1.0
AR_macro_nc,WTI,1,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,-0.44679814895531744,0.636,-2.852292426357134,1.0
AR_time,WTI,1,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,-0.6219706730239185,0.6145,-3.3271400877434503,1.0
CTSF_equal,WTI,1,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,0.002535398010972923,1.0,-1.5314751840888876,1.0
CTSF_macro,WTI,1,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,-0.7000593103180753,0.618,-3.5252887697693964,1.0
CTSF_time,WTI,1,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,-0.8354647034588428,0.561,-3.776054792491802,1.0
CTS_equal,WTI,1,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,0.060016346464299174,0.9385,-1.390047629673688,1.0
CTS_macro,WTI,1,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,-0.6752969447117303,0.624,-3.445042026265975,1.0
CTS_time,WTI,1,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,-0.7771313817057025,0.601,-3.6485905837841215,1.0
FHS_equal,WTI,1,0.05,85,85,4.25,False,4,0.047058823529411764,0.9000458473117839,0.5270031096603232,0.8122301624791386,0.0422985586046854,0.878,-1.7149772369106864,0.9908937037447761
FHS_macro,WTI,1,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,-0.4706755501291174,0.6235,-2.857128480463394,0.9061503766795538
FHS_time,WTI,1,0.05,85,85,4.25,False,6,0.07058823529411765,0.4108676985419013,0.33642965736154473,0.4492665274809724,-0.6201267486416474,0.621,-3.2406501311304736,0.8737153019934738
RW_equal,WTI,1,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,0.21974098458504635,0.6955,-0.9608707589162343,1.0
VARL_equal,WTI,1,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,0.2831252259362997,0.562,-0.7772687187681997,1.0
VARL_time,WTI,1,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,-0.3898083606427078,0.647,-2.6787785791536374,1.0
VECM_equal,WTI,1,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,0.23675692200959522,0.6325,-0.9392876770076628,1.0
VECM_macro,WTI,1,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,-0.3437564418575159,0.7075,-2.5740012782408095,1.0
VECM_time,WTI,1,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,-0.44209323225784614,0.645,-2.904234608624747,1.0
AR_equal,WTI,4,0.01,85,85,0.85,True,2,0.023529411764705882,0.2859795578030728,0.7547646576940108,0.5390151613584997,-9.600552316683816,0.253,-29.288900249260678,1.0
AR_macro,WTI,4,0.01,85,85,0.85,True,2,0.023529411764705882,0.2859795578030728,0.7547646576940108,0.5390151613584997,-2.9882654874767454,0.63,-10.954091725771834,1.0
AR_macro_nc,WTI,4,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-2.6020918042680545,0.63,-9.806275412804164,1.0
AR_time,WTI,4,0.01,85,85,0.85,True,2,0.023529411764705882,0.2859795578030728,0.7547646576940108,0.5390151613584997,-1.5900209897000717,0.6055,-6.302423456159568,1.0
CTSF_equal,WTI,4,0.01,85,85,0.85,True,2,0.023529411764705882,0.2859795578030728,0.7547646576940108,0.5390151613584997,-8.522393580099552,0.2545,-24.753091380201283,1.0
CTSF_macro,WTI,4,0.01,85,85,0.85,True,2,0.023529411764705882,0.2859795578030728,0.7547646576940108,0.5390151613584997,-2.4717215022970334,0.604,-8.95970000936798,1.0
CTSF_time,WTI,4,0.01,85,85,0.85,True,2,0.023529411764705882,0.2859795578030728,0.7547646576940108,0.5390151613584997,-2.3438460793473594,0.4785,-8.076593802799923,1.0
CTS_equal,WTI,4,0.01,85,85,0.85,True,2,0.023529411764705882,0.2859795578030728,0.7547646576940108,0.5390151613584997,-8.026280949636492,0.2545,-23.54797988769206,1.0
CTS_macro,WTI,4,0.01,85,85,0.85,True,2,0.023529411764705882,0.2859795578030728,0.7547646576940108,0.5390151613584997,-2.216566729859398,0.6255,-8.359376391689631,1.0
CTS_time,WTI,4,0.01,85,85,0.85,True,2,0.023529411764705882,0.2859795578030728,0.7547646576940108,0.5390151613584997,-1.9988727167860778,0.4785,-7.290062382902964,1.0
FHS_equal,WTI,4,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-2.3489567248813485,0.63,-9.046870174644047,1.0
FHS_macro,WTI,4,0.01,85,85,0.85,True,2,0.023529411764705882,0.2859795578030728,0.7547646576940108,0.5390151613584997,-2.545916684265785,0.63,-9.637750052797355,1.0
FHS_time,WTI,4,0.01,85,85,0.85,True,3,0.03529411764705882,0.06835060349370203,0.637313395554705,0.16995306544995759,-0.7239614170237072,0.63,-4.063912154975434,1.0
RW_equal,WTI,4,0.01,85,85,0.85,True,2,0.023529411764705882,0.2859795578030728,0.7547646576940108,0.5390151613584997,-4.928054761501328,0.4675,-16.23419328319666,1.0
VARL_equal,WTI,4,0.01,85,85,0.85,True,2,0.023529411764705882,0.2859795578030728,0.7547646576940108,0.5390151613584997,-5.07594127925249,0.4675,-16.291193978429305,1.0
VARL_time,WTI,4,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-0.8510765483747872,0.63,-4.553229645124362,1.0
VECM_equal,WTI,4,0.01,85,85,0.85,True,2,0.023529411764705882,0.2859795578030728,0.7547646576940108,0.5390151613584997,-5.185216157008687,0.4675,-16.784666013792595,1.0
VECM_macro,WTI,4,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-2.4884300989984736,0.63,-9.46529029699542,1.0
VECM_time,WTI,4,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-0.6313075933438691,0.63,-3.8939227800316076,1.0
AR_equal,WTI,4,0.05,85,85,4.25,False,7,0.08235294117647059,0.20867267686510071,0.5823580960644019,0.3900327566902674,-1.5199554443124368,0.2995,-4.842145193626073,0.7704010489405932
AR_macro,WTI,4,0.05,85,85,4.25,False,6,0.07058823529411765,0.4108676985419013,0.4103875577410381,0.5081477164668713,-1.0632017876477762,0.367,-3.722533521582748,0.667089796000895
AR_macro_nc,WTI,4,0.05,85,85,4.25,False,6,0.07058823529411765,0.4108676985419013,0.4103875577410381,0.5081477164668713,-0.8299501082916999,0.4555,-3.303388410579414,0.7556078604612728
AR_time,WTI,4,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,-0.841556379293596,0.375,-3.0194184681637433,0.7331824532445136
CTSF_equal,WTI,4,0.05,85,85,4.25,False,7,0.08235294117647059,0.20867267686510071,0.5823580960644019,0.3900327566902674,-1.6507314926339176,0.2965,-5.2938142905476475,0.8323565735722801
CTSF_macro,WTI,4,0.05,85,85,4.25,False,6,0.07058823529411765,0.4108676985419013,0.33642965736154473,0.4492665274809724,-1.0886132415949017,0.3675,-3.8029991281215003,0.7922166547676448
CTSF_time,WTI,4,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,-0.862727523157786,0.4025,-3.146414083491443,0.889887558713851
CTS_equal,WTI,4,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.2641512510381311,0.5018153046222198,-1.466240915073142,0.33,-4.9288057389330096,0.891636780393273
CTS_macro,WTI,4,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,-0.9807091146671919,0.4065,-3.6150772972891225,0.8423124445115746
CTS_time,WTI,4,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,-0.7689893306655493,0.462,-2.988472427191878,0.9219388772883103
FHS_equal,WTI,4,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.2641512510381311,0.5018153046222198,-0.780370647147158,0.48,-3.1966452206975813,0.7729642884712455
FHS_macro,WTI,4,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,-0.6747373354269565,0.5075,-2.857099983584414,0.9072996564180501
FHS_time,WTI,4,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,-0.5035851536120836,0.538,-2.3064933458707313,0.8465174822760496
RW_equal,WTI,4,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,-0.8452395126996112,0.525,-3.923047959254911,1.0
VARL_equal,WTI,4,0.05,85,85,4.25,False,4,0.047058823529411764,0.9000458473117839,0.14949739325532385,0.3511386948019952,-1.0816619329367003,0.416,-4.130454180065453,0.8512683627255415
VARL_time,WTI,4,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,-0.3948705332456098,0.619,-2.2514732510460114,0.9536524109897361
VECM_equal,WTI,4,0.05,85,85,4.25,False,4,0.047058823529411764,0.9000458473117839,0.14949739325532385,0.3511386948019952,-0.8324918907268215,0.491,-3.55462098919537,0.9196754726814905
VECM_macro,WTI,4,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,-0.3889535409087248,0.6895,-2.448798308173296,0.9432663217890757
VECM_time,WTI,4,0.05,85,85,4.25,False,4,0.047058823529411764,0.9000458473117839,0.5270031096603232,0.8122301624791386,-0.25159329723131757,0.7415,-1.993368208396237,0.9829480453599153
AR_equal,WTI,12,0.01,29,85,0.29,True,1,0.034482758620689655,0.3001666580096988,0.7854708144482555,0.5633961176945674,-0.876286153098028,0.6045,-4.628858459294085,1.0
AR_macro,WTI,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
AR_macro_nc,WTI,12,0.01,29,85,0.29,True,1,0.034482758620689655,0.3001666580096988,0.7854708144482555,0.5633961176945674,-0.5496402510106898,0.6045,-3.648920753032069,1.0
AR_time,WTI,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
CTSF_equal,WTI,12,0.01,29,85,0.29,True,1,0.034482758620689655,0.3001666580096988,0.7854708144482555,0.5633961176945674,-1.7129087898906226,0.6045,-7.138726369671868,1.0
CTSF_macro,WTI,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
CTSF_time,WTI,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
CTS_equal,WTI,12,0.01,29,85,0.29,True,1,0.034482758620689655,0.3001666580096988,0.7854708144482555,0.5633961176945674,-1.1340962045371095,0.6045,-5.402288613611328,1.0
CTS_macro,WTI,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
CTS_time,WTI,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
FHS_equal,WTI,12,0.01,29,85,0.29,True,1,0.034482758620689655,0.3001666580096988,0.7854708144482555,0.5633961176945674,0.7001661067607311,0.0145,0.10049832028219345,1.0
FHS_macro,WTI,12,0.01,29,85,0.29,True,1,0.034482758620689655,0.3001666580096988,0.7854708144482555,0.5633961176945674,0.637735685288342,0.0765,-0.08679294413497399,1.0
FHS_time,WTI,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
RW_equal,WTI,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
VARL_equal,WTI,12,0.01,29,85,0.29,True,1,0.034482758620689655,0.3001666580096988,0.7854708144482555,0.5633961176945674,0.2870166621712988,0.6045,-1.1389500134861037,1.0
VARL_time,WTI,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
VECM_equal,WTI,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
VECM_macro,WTI,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
VECM_time,WTI,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
AR_equal,WTI,12,0.05,29,85,1.4500000000000002,True,2,0.06896551724137931,0.656837214101839,0.5789122401075852,0.776706755933998,-0.46274500558850196,0.6045,-3.2590244268669966,1.0
AR_macro,WTI,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,-0.05511890982945681,0.6045,-2.1653567294883707,1.0
AR_macro_nc,WTI,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,-0.3306391781050196,0.6045,-2.991917534315059,1.0
AR_time,WTI,12,0.05,29,85,1.4500000000000002,True,2,0.06896551724137931,0.656837214101839,0.5789122401075852,0.776706755933998,0.111238158098625,0.606,-1.6315449140710998,1.0
CTSF_equal,WTI,12,0.05,29,85,1.4500000000000002,True,2,0.06896551724137931,0.656837214101839,0.5789122401075852,0.776706755933998,-0.6688907969114278,0.6045,-3.6840399034141003,1.0
CTSF_macro,WTI,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.130279284282162,0.6045,-1.609162147153514,1.0
CTSF_time,WTI,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.1583143972648716,0.6045,-1.5250568082053853,1.0
CTS_equal,WTI,12,0.05,29,85,1.4500000000000002,True,2,0.06896551724137931,0.656837214101839,0.5789122401075852,0.776706755933998,-0.5173882789427873,0.6045,-3.374030590672089,1.0
CTS_macro,WTI,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.20650275214488642,0.6045,-1.3804917435653408,1.0
CTS_time,WTI,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.24055187433059533,0.6045,-1.2783443770082141,1.0
FHS_equal,WTI,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,-0.1795975860263093,0.6045,-2.5387927580789276,1.0
FHS_macro,WTI,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,-0.10115396496412275,0.6045,-2.303461894892368,1.0
FHS_time,WTI,12,0.05,29,85,1.4500000000000002,True,2,0.06896551724137931,0.656837214101839,0.5789122401075852,0.776706755933998,0.19748057949479159,0.6045,-1.376362897128381,1.0
RW_equal,WTI,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.401535935361884,0.6045,-0.7953921939143481,1.0
VARL_equal,WTI,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,-0.28029403088007415,0.6045,-2.8408820926402223,1.0
VARL_time,WTI,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.2146929017335507,0.6045,-1.3559212947993478,1.0
VECM_equal,WTI,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.3280683087658614,0.6045,-1.015795073702416,1.0
VECM_macro,WTI,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.5603354558929186,0.0765,-0.31899363232124406,1.0
VECM_time,WTI,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.7772370898186317,0.002,0.3317112694558951,1.0
AR_equal,WTI,20,0.01,17,85,0.17,True,1,0.058823529411764705,0.16524759896456886,0.7148995492194973,0.3571910794239648,-29.160543713003822,0.6005,-89.48163113901148,1.0
AR_macro,WTI,20,0.01,17,85,0.17,True,1,0.058823529411764705,0.16524759896456886,0.7148995492194973,0.3571910794239648,-20.647539498280864,0.6005,-63.9426184948426,1.0
AR_macro_nc,WTI,20,0.01,17,85,0.17,True,1,0.058823529411764705,0.16524759896456886,0.7148995492194973,0.3571910794239648,-24.814637195705018,0.6005,-76.44391158711505,1.0
AR_time,WTI,20,0.01,17,85,0.17,True,1,0.058823529411764705,0.16524759896456886,0.7148995492194973,0.3571910794239648,-25.80599602263157,0.6005,-79.41798806789473,1.0
CTSF_equal,WTI,20,0.01,17,85,0.17,True,1,0.058823529411764705,0.16524759896456886,0.7148995492194973,0.3571910794239648,-24.783669665045807,0.6005,-76.35100899513742,1.0
CTSF_macro,WTI,20,0.01,17,85,0.17,True,1,0.058823529411764705,0.16524759896456886,0.7148995492194973,0.3571910794239648,-15.790860220295974,0.6005,-49.37258066088792,1.0
CTSF_time,WTI,20,0.01,17,85,0.17,True,1,0.058823529411764705,0.16524759896456886,0.7148995492194973,0.3571910794239648,-24.4254225475693,0.6005,-75.27626764270792,1.0
CTS_equal,WTI,20,0.01,17,85,0.17,True,1,0.058823529411764705,0.16524759896456886,0.7148995492194973,0.3571910794239648,-24.083839734605984,0.6005,-74.25151920381795,1.0
CTS_macro,WTI,20,0.01,17,85,0.17,True,1,0.058823529411764705,0.16524759896456886,0.7148995492194973,0.3571910794239648,-15.718415285543037,0.6005,-49.15524585662911,1.0
CTS_time,WTI,20,0.01,17,85,0.17,True,1,0.058823529411764705,0.16524759896456886,0.7148995492194973,0.3571910794239648,-22.924059821110603,0.6005,-70.77217946333181,1.0
FHS_equal,WTI,20,0.01,17,85,0.17,True,1,0.058823529411764705,0.16524759896456886,0.7148995492194973,0.3571910794239648,-18.922463686704358,0.6005,-58.76739106011308,1.0
FHS_macro,WTI,20,0.01,17,85,0.17,True,1,0.058823529411764705,0.16524759896456886,0.7148995492194973,0.3571910794239648,-8.954625247301129,0.6005,-28.863875741903385,1.0
FHS_time,WTI,20,0.01,17,85,0.17,True,1,0.058823529411764705,0.16524759896456886,0.7148995492194973,0.3571910794239648,-16.004400344294087,0.6005,-50.01320103288226,1.0
RW_equal,WTI,20,0.01,17,85,0.17,True,1,0.058823529411764705,0.16524759896456886,0.7148995492194973,0.3571910794239648,-22.412966227453307,0.6005,-69.23889868235992,1.0
VARL_equal,WTI,20,0.01,17,85,0.17,True,1,0.058823529411764705,0.16524759896456886,0.7148995492194973,0.3571910794239648,-35.628363200294814,0.6005,-108.88508960088446,1.0
VARL_time,WTI,20,0.01,17,85,0.17,True,1,0.058823529411764705,0.16524759896456886,0.7148995492194973,0.3571910794239648,-28.269582898148276,0.6005,-86.80874869444482,1.0
VECM_equal,WTI,20,0.01,17,85,0.17,True,1,0.058823529411764705,0.16524759896456886,0.7148995492194973,0.3571910794239648,-19.134594264673918,0.6005,-59.40378279402176,1.0
VECM_macro,WTI,20,0.01,17,85,0.17,True,1,0.058823529411764705,0.16524759896456886,0.7148995492194973,0.3571910794239648,-8.857628978153752,0.6005,-28.572886934461252,1.0
VECM_time,WTI,20,0.01,17,85,0.17,True,1,0.058823529411764705,0.16524759896456886,0.7148995492194973,0.3571910794239648,-13.374305543975902,0.6005,-42.1229166319277,1.0
AR_equal,WTI,20,0.05,17,85,0.8500000000000001,True,2,0.11764705882352941,0.2720126920667876,0.44891564946860063,0.4106645344386778,-6.974707812824236,0.5965,-22.35577621468925,1.0
AR_macro,WTI,20,0.05,17,85,0.8500000000000001,True,2,0.11764705882352941,0.2720126920667876,0.44891564946860063,0.4106645344386778,-4.2180655508677765,0.5665,-13.96097323988879,1.0
AR_macro_nc,WTI,20,0.05,17,85,0.8500000000000001,True,2,0.11764705882352941,0.2720126920667876,0.44891564946860063,0.4106645344386778,-4.429685406695137,0.6005,-15.272071883879548,1.0
AR_time,WTI,20,0.05,17,85,0.8500000000000001,True,2,0.11764705882352941,0.2720126920667876,0.44891564946860063,0.4106645344386778,-5.334810364362006,0.4105,-16.33695841757516,1.0
CTSF_equal,WTI,20,0.05,17,85,0.8500000000000001,True,2,0.11764705882352941,0.2720126920667876,0.44891564946860063,0.4106645344386778,-6.742905785818713,0.5965,-21.613229578087818,1.0
CTSF_macro,WTI,20,0.05,17,85,0.8500000000000001,True,2,0.11764705882352941,0.2720126920667876,0.44891564946860063,0.4106645344386778,-3.935897332522051,0.5665,-13.049545380720588,1.0
CTSF_time,WTI,20,0.05,17,85,0.8500000000000001,True,2,0.11764705882352941,0.2720126920667876,0.44891564946860063,0.4106645344386778,-5.497576451238574,0.4105,-16.98128738013458,1.0
CTS_equal,WTI,20,0.05,17,85,0.8500000000000001,True,2,0.11764705882352941,0.2720126920667876,0.44891564946860063,0.4106645344386778,-6.2973447864184955,0.6005,-20.469596954991744,1.0
CTS_macro,WTI,20,0.05,17,85,0.8500000000000001,True,2,0.11764705882352941,0.2720126920667876,0.44891564946860063,0.4106645344386778,-3.6709140687435857,0.5965,-12.419713127687885,1.0
CTS_time,WTI,20,0.05,17,85,0.8500000000000001,True,2,0.11764705882352941,0.2720126920667876,0.44891564946860063,0.4106645344386778,-5.278057221263768,0.4105,-16.51923118775565,1.0
FHS_equal,WTI,20,0.05,17,85,0.8500000000000001,True,2,0.11764705882352941,0.2720126920667876,0.44891564946860063,0.4106645344386778,-5.692363799903288,0.4105,-17.940837515278613,1.0
FHS_macro,WTI,20,0.05,17,85,0.8500000000000001,True,2,0.11764705882352941,0.2720126920667876,0.44891564946860063,0.4106645344386778,-3.6698298873595308,0.4105,-11.605844787085434,1.0
FHS_time,WTI,20,0.05,17,85,0.8500000000000001,True,2,0.11764705882352941,0.2720126920667876,0.44891564946860063,0.4106645344386778,-4.380233220814219,0.2085,-12.934284569786291,1.0
RW_equal,WTI,20,0.05,17,85,0.8500000000000001,True,1,0.058823529411764705,0.8708415681735512,0.7148995492194973,0.9231774328446429,-4.82021311196296,0.6005,-16.46063933588888,1.0
VARL_equal,WTI,20,0.05,17,85,0.8500000000000001,True,1,0.058823529411764705,0.8708415681735512,0.7148995492194973,0.9231774328446429,-6.328088851167969,0.6005,-20.984266553503904,1.0
VARL_time,WTI,20,0.05,17,85,0.8500000000000001,True,1,0.058823529411764705,0.8708415681735512,0.7148995492194973,0.9231774328446429,-4.143200886680252,0.6005,-14.429602660040755,1.0
VECM_equal,WTI,20,0.05,17,85,0.8500000000000001,True,1,0.058823529411764705,0.8708415681735512,0.7148995492194973,0.9231774328446429,-3.9669458261737978,0.6005,-13.900837478521392,1.0
VECM_macro,WTI,20,0.05,17,85,0.8500000000000001,True,1,0.058823529411764705,0.8708415681735512,0.7148995492194973,0.9231774328446429,-2.3719098155275113,0.6005,-9.115729446582534,1.0
VECM_time,WTI,20,0.05,17,85,0.8500000000000001,True,1,0.058823529411764705,0.8708415681735512,0.7148995492194973,0.9231774328446429,-2.570383480552637,0.6005,-9.71115044165791,1.0
